0001001000110100010101100111100010011010, 4-1, 37-0, 50-1, 56-0, 60-1, 66-1, 223-0, 329-0, 370-0, 421-0, 430-0, 431-1, 432-1, 134-0, 134-50-1, 135-1, 135-56-0, 168-1, 168-134-0, 168-56-0, 189-0, 189-60-1, 189-135-1, 190-0, 190-66-1, 190-135-1, 199-1, 213-0, 213-199-1, 223-199-1, 236-0, 236-203-0, 236-168-1, 254-1, 254-213-0, 254-37-0, 255-0, 255-50-1, 273-1, 273-236-0, 273-189-0, 291-1, 291-236-0, 291-190-0, 296-1, 296-273-1, 304-0, 304-291-1, 309-0, 309-296-1, 329-296-1, 335-0, 335-309-0, 335-273-1, 342-0, 342-60-1, 352-1, 352-335-0, 352-304-0, 357-1, 357-352-1, 370-357-1, 375-0, 375-66-1, 380-0, 380-4-1, 381-0, 386-0, 393-0, 393-254-1, 399-1, 399-255-0, 399-342-0, 399-375-0, 399-56-0, 411-0, 415-1, 415-380-0, 416-1, 416-399-1, 417-1, 417-393-0, 420-1, 420-411-0, 421-415-1, 421-416-1, 422-0, 422-417-1, 425-0, 428-0, 429-0, 429-420-1, 430-399-1, 431-381-0, 431-386-0, 431-425-0, 431-428-0, 432-381-0, 432-422-0, 432-425-0, 432-429-0
0000100100011010001010110011110001001101, 17-1, 89-0, 102-1, 108-0, 112-1, 115-1, 430-1, 150-0, 150-102-1, 151-1, 151-108-0, 180-1, 180-150-0, 180-108-0, 197-0, 197-112-1, 197-151-1, 198-0, 198-115-1, 198-151-1, 199-180-1, 251-0, 251-203-0, 251-180-1, 258-1, 258-213-0, 258-89-0, 259-0, 259-102-1, 285-1, 285-251-0, 285-197-0, 295-1, 295-251-0, 295-198-0, 296-285-1, 308-0, 308-295-1, 343-0, 343-309-0, 343-285-1, 347-0, 347-112-1, 356-1, 356-343-0, 356-308-0, 357-356-1, 379-0, 379-115-1, 381-17-1, 399-0, 404-0, 407-0, 411-258-1, 414-1, 414-259-0, 414-347-0, 414-379-0, 414-108-0, 416-414-1, 418-1, 418-404-0, 419-1, 419-407-0, 425-418-1, 428-419-1, 430-381-0, 430-386-0, 430-422-0, 430-399-0
1011110000001101101011010001111010011110, 11-0, 53-0, 63-1, 69-0, 73-1, 79-1, 431-0, 432-0, 138-0, 138-63-1, 139-1, 139-69-0, 171-1, 171-138-0, 171-69-0, 191-0, 191-73-1, 191-139-1, 192-0, 192-79-1, 192-139-1, 239-0, 239-203-0, 239-171-1, 246-1, 246-213-0, 246-11-0, 256-0, 256-63-1, 276-1, 276-239-0, 276-191-0, 292-1, 292-239-0, 292-192-0, 305-0, 305-292-1, 337-0, 337-309-0, 337-276-1, 344-0, 344-73-1, 353-1, 353-337-0, 353-305-0, 357-353-1, 360-0, 360-357-1, 374-1, 374-360-0, 374-53-0, 376-0, 376-79-1, 381-246-1, 393-374-1, 404-1, 404-256-0, 404-344-0, 404-376-0, 404-69-0, 416-404-1, 418-0, 418-404-1, 425-1, 425-386-0, 425-393-0, 425-418-0, 425-399-0, 431-425-1, 432-425-1
0101111010111110111011100000111101001111, 1-1, 4-0, 8-1, 14-0, 60-0, 73-0, 82-1, 99-0, 102-0, 370-1, 421-1, 118-0, 118-1-1, 119-1, 119-4-0, 150-1, 150-102-0, 154-1, 154-118-0, 154-4-0, 157-0, 157-8-1, 157-119-1, 158-1, 158-14-0, 180-0, 180-150-1, 191-1, 191-73-0, 195-1, 195-99-0, 203-0, 203-199-1, 224-0, 224-203-0, 224-154-1, 251-1, 251-180-0, 260-1, 260-224-0, 260-157-0, 263-0, 263-158-1, 276-0, 276-191-1, 282-0, 282-195-1, 296-260-1, 300-1, 300-263-0, 319-0, 319-296-1, 337-1, 337-276-0, 341-1, 341-309-0, 341-282-0, 342-1, 342-319-0, 342-60-0, 344-1, 344-319-0, 344-73-0, 346-1, 346-319-0, 346-99-0, 348-0, 348-300-1, 349-0, 350-0, 351-0, 352-0, 353-0, 353-337-1, 354-0, 355-0, 355-341-1, 356-0, 357-0, 357-348-0, 357-349-0, 357-350-0, 357-351-0, 357-352-0, 357-353-0, 357-354-0, 357-355-0, 357-356-0, 370-357-0, 399-342-1, 404-344-1, 407-82-1, 411-346-1
0010111101011111011101111011111110011111, 11-1, 17-0, 21-0, 24-0, 27-1, 329-1, 122-0, 122-11-1, 123-1, 123-17-0, 126-1, 126-24-0, 159-1, 159-122-0, 159-17-0, 162-0, 162-126-1, 183-1, 183-21-0, 184-0, 184-27-1, 184-123-1, 199-159-1, 227-0, 227-203-0, 227-159-1, 230-1, 230-203-0, 230-162-0, 246-0, 246-11-1, 260-0, 264-0, 264-183-1, 267-0, 267-230-1, 270-0, 273-0, 279-0, 285-0, 288-1, 288-227-0, 288-184-0, 296-0, 296-260-0, 296-264-0, 296-267-0, 296-270-0, 296-273-0, 296-276-0, 296-279-0, 296-282-0, 296-285-0, 301-0, 301-288-1, 309-1, 309-296-0, 319-1, 319-296-0, 329-296-0, 331-0, 331-309-1, 331-264-0, 336-0, 336-319-1, 349-1, 349-331-0, 349-301-0, 357-349-1, 372-0, 372-27-1, 381-1, 381-246-0, 381-336-0, 381-372-0, 381-17-0, 416-381-1, 430-381-1, 431-381-1, 432-381-1
1010111110010111100000111110011111110111, 27-0, 76-0, 105-0, 142-1, 142-76-0, 174-0, 174-142-1, 184-1, 184-27-0, 196-1, 196-105-0, 243-1, 243-203-0, 243-174-0, 288-0, 288-184-1, 289-0, 290-0, 291-0, 292-0, 293-0, 293-243-1, 294-0, 294-196-1, 295-0, 301-1, 301-288-0, 302-1, 302-289-0, 303-1, 303-290-0, 304-1, 304-291-0, 305-1, 305-292-0, 306-1, 306-293-0, 307-1, 307-294-0, 308-1, 308-295-0, 349-301-1, 350-302-1, 351-303-1, 352-304-1, 353-305-1, 354-306-1, 355-307-1, 356-308-1, 360-1, 360-357-0, 372-360-1
1110111111110011111110011100101111000011, 1-0, 242-1, 242-1-0, 242-213-0, 279-243-1, 285-251-1, 289-230-1, 295-251-1, 380-242-1
1100111111000001110001001101110111011001, 43-1, 50-0, 79-0, 92-0, 134-1, 134-50-0, 168-0, 168-134-1, 192-1, 192-79-0, 194-1, 194-92-0, 236-1, 236-168-0, 250-1, 250-213-0, 250-24-0, 255-1, 255-213-0, 255-50-0, 292-192-1, 293-194-1, 336-1, 336-319-0, 336-21-0, 376-360-1, 381-336-1, 386-250-1, 393-43-1, 399-255-1
1101111111011000011000101101011011010100, 76-1, 82-0, 86-1, 92-1, 142-0, 142-76-1, 143-1, 143-82-0, 174-1, 174-142-0, 174-82-0, 193-0, 193-86-1, 193-143-1, 194-0, 194-92-1, 194-143-1, 243-0, 243-174-1, 257-0, 257-76-1, 279-1, 279-243-0, 279-193-0, 293-1, 293-243-0, 293-194-0, 306-0, 306-293-1, 339-0, 339-309-0, 339-279-1, 345-0, 345-86-1, 354-1, 354-339-0, 354-306-0, 357-354-1, 377-0, 377-92-1, 407-1, 407-257-0, 407-345-0, 407-377-0, 407-82-0, 416-407-1, 419-0, 419-407-1, 428-1, 428-399-0, 428-393-0, 428-419-0, 431-428-1
1101011101101100001100010110101101101010, 37-1, 43-0, 47-1, 53-1, 130-0, 130-37-1, 131-1, 131-43-0, 165-1, 165-130-0, 165-43-0, 187-0, 187-47-1, 187-131-1, 188-0, 188-53-1, 188-131-1, 199-165-1, 233-0, 233-203-0, 233-165-1, 254-0, 254-37-1, 270-1, 270-233-0, 270-187-0, 290-1, 290-233-0, 290-188-0, 296-270-1, 303-0, 303-290-1, 333-0, 333-309-0, 333-270-1, 340-0, 340-47-1, 351-1, 351-333-0, 351-303-0, 357-351-1, 374-0, 374-53-1, 393-1, 393-254-0, 393-340-0, 393-374-0, 393-43-0, 416-393-1, 417-0, 417-393-1, 422-1, 422-386-0, 422-417-0, 430-422-1, 432-422-1
1101001100110110101000001000110100110101, 89-1, 95-0, 99-1, 105-1, 146-0, 146-89-1, 147-1, 147-95-0, 177-1, 177-146-0, 177-95-0, 195-0, 195-99-1, 195-147-1, 196-0, 196-105-1, 196-147-1, 199-177-1, 247-0, 247-203-0, 247-177-1, 258-0, 258-89-1, 282-1, 282-247-0, 282-195-0, 294-1, 294-247-0, 294-196-0, 296-282-1, 307-0, 307-294-1, 341-0, 341-282-1, 346-0, 346-99-1, 355-1, 355-341-0, 355-307-0, 357-355-1, 378-0, 378-105-1, 411-1, 411-258-0, 411-346-0, 411-378-0, 411-95-0, 416-411-1, 420-0, 420-411-1, 429-1, 429-386-0, 429-393-0, 429-407-0, 429-420-0, 432-429-1
1101000100011011010100001111111010100010, 86-0, 108-1, 118-1, 118-1-0, 154-0, 154-118-1, 193-1, 193-86-0, 199-174-1, 224-1, 224-154-0, 260-224-1, 263-224-1, 273-236-1, 279-193-1, 291-236-1, 345-319-1, 377-360-1
1101000010110101001010000111111101010001, 30-1, 69-1, 130-1, 130-37-0, 146-1, 146-89-0, 165-0, 165-130-1, 177-0, 177-146-1, 233-1, 233-165-0, 247-1, 247-177-0, 270-233-1, 290-233-1, 294-247-1, 386-30-1, 404-69-1
0110100011100010000101001000011110010000, 8-0, 24-1, 30-0, 34-0, 40-1, 56-1, 63-0, 126-0, 126-24-1, 127-1, 127-30-0, 138-1, 138-63-0, 157-1, 157-8-0, 162-1, 162-126-0, 162-30-0, 171-0, 171-138-1, 185-1, 185-34-0, 186-0, 186-40-1, 186-127-1, 230-0, 230-162-1, 239-1, 239-171-0, 250-0, 250-24-1, 260-157-1, 267-185-1, 276-239-1, 289-1, 289-230-0, 289-186-0, 302-0, 302-289-1, 332-0, 332-309-1, 332-267-0, 338-0, 338-319-1, 350-1, 350-332-0, 350-302-0, 357-350-1, 371-1, 371-14-0, 371-360-0, 373-0, 373-40-1, 380-371-1, 386-1, 386-250-0, 386-338-0, 386-373-0, 386-30-0, 416-386-1, 430-386-1, 431-386-1
0011010001110001000010101111101101001000, 122-1, 122-11-0, 159-0, 159-122-1, 227-1, 227-159-0, 264-227-1
0001101010000000000001011100010100100100, 257-1, 257-213-0, 257-76-0, 376-1, 376-360-0, 376-79-0, 399-56-1, 404-376-1, 407-257-1
0000110101000000101110101101101000010010, 21-1, 183-0, 183-21-1, 183-123-1, 264-1, 264-227-0, 264-183-0, 331-309-0, 331-264-1, 336-21-1
1011111000100000010111010110110100001001, 66-0, 256-1, 256-213-0, 256-63-0, 375-1, 375-360-0, 375-66-0, 399-375-1, 404-256-1
0101111100010000100101101000111010111100, 
1001011100001000010010110100011101011110, 190-1, 190-66-0, 291-190-1, 375-360-1
1111001100000100100111011001101100101111, 188-1, 188-53-0, 290-188-1, 374-360-1
1100000100000010111101101111010110101111, 189-1, 189-60-0, 273-189-1, 282-247-1, 342-319-1, 428-399-1
1101100000000001011110111100001011101111, 112-0, 197-1, 197-112-0, 285-197-1, 343-309-1, 343-285-0, 347-319-1
0110110010111000100001010110000111001111, 372-1, 372-360-0, 372-27-0, 381-372-1
0011011001011100111110101000100011011111, 34-1, 40-0, 115-0, 186-1, 186-40-0, 198-1, 198-115-0, 289-186-1, 295-198-1, 338-34-1, 373-360-1
0001101100101110011111010100010011010111, 47-0, 187-1, 187-47-0, 270-187-1, 333-1, 333-270-0, 340-1, 340-319-0, 340-47-0, 351-333-1, 378-360-1, 393-340-1
1011010100010111100001100010001011010011, 379-360-1
1110001010110011010000110001000111010001, 223-1, 159-17-1, 162-30-1, 171-69-1, 199-0, 199-154-0, 199-159-0, 199-162-0, 199-165-0, 199-168-0, 199-171-0, 199-174-0, 199-177-0, 199-180-0, 203-1, 203-199-0, 213-1, 213-199-0, 223-199-0, 236-203-1, 255-213-1, 334-1, 334-8-0, 334-319-0, 380-334-1
0111000111100001100110011011000011010000, 330-1, 330-309-0, 330-260-0, 348-330-1
1000000011001000111101000101100001101000, 335-1, 335-273-0, 343-1, 352-335-1, 356-343-1
0100000001100100011110100010110000110100, 14-1, 242-0, 242-1-1, 334-0, 334-8-1, 338-1, 338-319-0, 338-34-0, 371-0, 371-14-1, 380-1, 380-4-0, 380-242-0, 380-334-0, 380-371-0, 386-338-1, 415-0, 415-380-1, 421-415-0
0010000000110010001111010001011000011010, 154-4-1, 168-56-1, 180-108-1, 239-203-1, 256-213-1, 296-276-1
0001000000011001101001100000101100001101, 199-171-1, 337-309-1, 344-319-1
0000100010110100010100111011110110111110, 199-168-1
0000010001011010100100011110011001011111, 
0000001000101101111100000111001110010111, 339-1, 339-279-0, 354-339-1
0000000110101110011110001000000111110011, 95-1, 333-309-1, 340-319-1
1011100001010111001111001111100011000001, 
0101110010010011000111100111110011011000, 345-1, 345-319-0, 345-86-0, 371-360-1, 407-345-1
0010111011110001000011110011111001101100, 425-386-1
0001011111000000101111110001111100110110, 165-43-1, 185-0, 185-34-1, 185-127-1, 230-203-1, 250-213-1, 267-1, 267-230-0, 267-185-0, 296-267-1, 332-309-0, 332-267-1
1011001101100000111001111011011100011011, 335-309-1
1110000100110000110010111110001110110101, 
1100100000011000110111011100100111100010, 411-95-1
0110010000001100110101101101110001110001, 
0011001000000110011010110110111010000000, 
0001100100000011100011010011011101000000, 
1011010010111001111111101010001100100000, 174-82-1, 177-95-1, 227-203-1, 246-213-1, 296-264-1
0101101011100100011111111110100100010000, 
0010110101110010100001111100110000001000, 
1010111000111001111110110110011000000100, 
0101011110100100110001010011001100000010, 425-399-1
1001001101010010110110101010000100000001, 
1111000100101001011011011110100010111000, 
1100000010101100100011100111010001011100, 
0110000001010110010001110011101000101110, 
0011000000101011100110110001110100010111, 247-203-1, 258-213-1
0001100010101101111101011011011010110011, 
0000110011101110110000100101101111100001, 
0000011001110111011000011001010111001000, 
0000001110000011100010001111001001100100, 
1011100111111001010001000111100100110010, 
1110010011000100001000101000010000011001, 422-386-1
0111001001100010000100010100001010110100, 334-319-1
0011100100110001101100000010000101011010, 123-0, 123-17-1, 139-0, 139-69-1, 147-0, 147-95-1, 251-203-1, 259-213-1
1010010010100000010110001010100000101101, 
0101001001010000001011000101010010101110, 
0010100100101000000101100010101001010111, 
1010110000010100000010110001010110010011, 
0101011000001010101111011011001011110001, 158-0, 158-14-1, 158-119-1, 263-1, 263-224-0, 263-158-0, 300-0, 300-263-1, 330-0, 330-260-1, 348-1, 348-330-0, 348-300-0, 357-348-1
0010101100000101111001100101100111000000, 428-393-1
1010110110111010011100111001010001100000, 
1110111001011101100000010100101000110000, 331-1, 349-331-1
0111011110010110111110000010010100011000, 
1000001101001011011111001010101000001100, 119-0, 119-4-1, 151-0, 151-108-1
1111100110011101001111100101010100000110, 296-279-1
1100010011110110000111111001001000000011, 332-1, 350-332-1
0110001001111011101101110100100110111001, 330-309-1, 373-1, 373-360-0, 373-40-0, 386-373-1
0011000110000101111000111001110011100100, 
1010000011111010110010010100111001110010, 
0101000001111101110111000010011100111001, 
0010100010000110011011101010101110100100, 
0001010001000011001101111110110101010010, 429-386-1
0000101010011001101000111100111000101001, 341-309-1, 346-319-1
0000010111110100111010010110011110101100, 
1011101001111010110011001000101101010110, 
0101110100111101011001101111110100101011, 
1001011010100110001100111100011010101101, 
0100101101010011101000010110001111101110, 199-154-1
1001110110010001111010001000100101110111, 127-0, 127-30-1
1111011011110000011101001111110010000011, 
0111101101111000001110100111111011111001, 
1000010100111100000111010011111111000100, 
1111101000011110101101101010011101100010, 
0111110100001111010110111110101100110001, 
1000011010111111100101011100110110100000, 
0100001111100111111100101101111001010000, 377-1, 377-360-0, 377-92-0, 407-377-1
1001100111001011011110010110111100101000, 
1111010011011101100001001000111100010100, 
0111101011010110010000101111111100001010, 
